job_title,ai_impact,task_count,ai_model,ai_workload_ratio,domain_area
Contact Tracing,60%,94,604,0.1556291391,Communication & PR
Director Of Nursing,60%,72,622,0.115755627,Data & IT
Design Engineer,60%,143,1047,0.1365807068,Administrative & Clerical
Business Management Consultant,60%,143,984,0.1453252033,Leadership & Strategy
General Labor,60%,19,409,0.04645476773,Medical & Healthcare
General Worker,60%,19,409,0.04645476773,Supply Chain & Logistics
Tax Analyst,60%,161,1162,0.1385542169,Law Enforcement
Appointment Setter,60%,116,1026,0.1130604288,Construction
Survey Technician,60%,101,809,0.1248454883,Sales & Marketing
Accountant,60%,117,966,0.1211180124,Hospitality
Claims Auditor,60%,127,947,0.1341077086,Communication & PR
Loan Underwriter,60%,121,949,0.1275026344,Data & IT
Tax Accountant,60%,130,1026,0.126705653,Administrative & Clerical
Coding Specialist,60%,138,1094,0.126142596,Leadership & Strategy
Biztalk Developer,60%,138,1072,0.1287313433,Medical & Healthcare
Report Analyst,60%,182,1339,0.1359223301,Supply Chain & Logistics
Revenue Cycle Analyst,60%,149,1055,0.1412322275,Law Enforcement
Cloud Architect,60%,142,1039,0.1366698749,Construction
Data Technician,60%,145,1037,0.1398264224,Sales & Marketing
Database Specialist,60%,159,1116,0.1424731183,Hospitality
Financial Data Analyst,60%,196,1403,0.1397006415,Communication & PR
Sql Database Administrator,60%,149,1090,0.1366972477,Data & IT
Process Server,60%,65,661,0.09833585477,Administrative & Clerical
Game Designer,60%,171,1413,0.1210191083,Leadership & Strategy
Embryologist,60%,50,569,0.08787346221,Medical & Healthcare
Medical Office Assistant,60%,90,858,0.1048951049,Supply Chain & Logistics
Customs Broker,60%,123,918,0.1339869281,Law Enforcement
Import Coordinator,60%,129,935,0.1379679144,Construction
Import Specialist,60%,127,931,0.1364124597,Sales & Marketing
Merchandising Coordinator,60%,162,1111,0.1458145815,Hospitality
Purchaser,59%,142,1024,0.138671875,Communication & PR
Retail Buyer,58%,158,1126,0.1403197158,Data & IT
Assistant Producer,57%,118,924,0.1277056277,Administrative & Clerical
Communications Consultant,57%,139,1033,0.1345595353,Leadership & Strategy
Content Producer,57%,216,1506,0.1434262948,Medical & Healthcare
Clinical Project Manager,57%,121,942,0.1284501062,Supply Chain & Logistics
Environmental Project Manager,55%,110,869,0.1265822785,Law Enforcement
Clerk,55%,85,830,0.1024096386,Construction
Commodity Buyer,55%,147,1117,0.1316025067,Sales & Marketing
Infrastructure Analyst,55%,148,1095,0.1351598174,Hospitality
Landscape Architect,55%,89,1074,0.08286778399,Communication & PR
Associate Creative Director,55%,147,1115,0.131838565,Data & IT
Claims Manager,55%,124,956,0.129707113,Administrative & Clerical
Administration Manager,55%,111,1059,0.104815864,Leadership & Strategy
Department Assistant,55%,101,947,0.1066525871,Medical & Healthcare
Document Specialist,55%,111,911,0.1218441273,Supply Chain & Logistics
Executive Administrator,55%,105,979,0.1072522983,Law Enforcement
Front Desk Assistant,55%,91,815,0.1116564417,Construction
Implementation Specialist,55%,155,1219,0.1271534044,Sales & Marketing
Avionics Technician,55%,73,638,0.1144200627,Hospitality
Custodial Worker,55%,44,485,0.09072164948,Communication & PR
Dock Worker,55%,46,486,0.09465020576,Data & IT
Facilities Maintenance,55%,66,578,0.1141868512,Administrative & Clerical
Fiber Optic Splicer,55%,67,629,0.106518283,Leadership & Strategy
Fiber Optic Technician,55%,68,632,0.1075949367,Medical & Healthcare
Analyst,55%,162,1144,0.1416083916,Supply Chain & Logistics
Customer Care Representative,55%,121,1083,0.1117266851,Law Enforcement
Proposal Manager,55%,169,1340,0.126119403,Construction
Sales Development Representative,55%,165,1417,0.1164431898,Sales & Marketing
Mathematician,55%,75,736,0.1019021739,Hospitality
Aerospace Engineer,55%,89,749,0.1188251001,Communication & PR
Cad Designer,55%,124,1265,0.09802371542,Data & IT
Child Psychologist,55%,52,581,0.08950086059,Administrative & Clerical
Criminalist,55%,73,670,0.1089552239,Leadership & Strategy
Forensic Engineer,55%,85,747,0.1137884873,Medical & Healthcare
Forensic Specialist,55%,85,743,0.1144010767,Supply Chain & Logistics
Security Manager,55%,101,833,0.1212484994,Law Enforcement
Edi Developer,55%,114,746,0.1528150134,Construction
Embedded Software Engineer,55%,117,763,0.1533420708,Sales & Marketing
Financial Systems Analyst,55%,163,1195,0.1364016736,Hospitality
Fpga Design Engineer,55%,130,998,0.130260521,Communication & PR
It Security Engineer,55%,139,1071,0.1297852474,Data & IT
Linux System Engineer,55%,143,1061,0.1347785108,Administrative & Clerical
Network Engineer,55%,141,1049,0.1344137274,Leadership & Strategy
Network Security Engineer,55%,142,1056,0.134469697,Medical & Healthcare
Network Support Engineer,55%,141,1049,0.1344137274,Supply Chain & Logistics
Network Systems Engineer,55%,141,1049,0.1344137274,Law Enforcement
Senior Systems Analyst,55%,155,1123,0.1380231523,Construction
System Engineer,55%,143,1058,0.1351606805,Sales & Marketing
Systems Engineer,55%,144,1062,0.1355932203,Hospitality
Business Controller,55%,126,1017,0.1238938053,Communication & PR
Delivery Manager,55%,138,1036,0.1332046332,Data & IT
Tax Associate,55%,128,1017,0.1258603736,Administrative & Clerical
Medical Administrative Specialist,55%,101,919,0.1099020675,Leadership & Strategy
Tax Professional,55%,128,1017,0.1258603736,Medical & Healthcare
Insurance Producer,55%,110,853,0.1289566237,Supply Chain & Logistics
Specialist,55%,169,1195,0.1414225941,Law Enforcement
Contracts Manager,55%,130,985,0.1319796954,Construction
Billing Manager,55%,175,1434,0.1220362622,Sales & Marketing
Sourcing Analyst,55%,151,1204,0.1254152824,Hospitality
Auto Sales,55%,147,1318,0.1115326252,Communication & PR
Inside Sales Associate,55%,193,1720,0.1122093023,Data & IT
Inside Sales Representative,55%,192,1716,0.1118881119,Administrative & Clerical
Insurance Sales Agent,55%,179,1628,0.10995086,Leadership & Strategy
National Account Executive,55%,115,1014,0.1134122288,Medical & Healthcare
Pharmaceutical Sales Representative,55%,120,1045,0.1148325359,Supply Chain & Logistics
Sales Account Executive,55%,117,1018,0.1149312377,Law Enforcement
Sales Agent,55%,118,1034,0.1141199226,Construction
Nurse Aide,55%,49,439,0.1116173121,Sales & Marketing
Nurse Technician,55%,50,447,0.1118568233,Hospitality
Nursing Attendant,55%,54,480,0.1125,Communication & PR
Traveling Nurse,55%,52,533,0.09756097561,Data & IT
Bookseller,55%,81,661,0.1225416036,Administrative & Clerical
Freelance Translator,55%,133,1125,0.1182222222,Leadership & Strategy
Applications Engineer,55%,177,1302,0.1359447005,Medical & Healthcare
Digital Marketing,55%,236,1946,0.121274409,Supply Chain & Logistics
Digital Marketing Analyst,55%,240,1911,0.125588697,Law Enforcement
Digital Marketing Consultant,55%,238,1911,0.1245421245,Construction
Digital Marketing Coordinator,55%,241,1923,0.125325013,Sales & Marketing
Digital Marketing Manager,55%,240,1920,0.125,Hospitality
Digital Marketing Specialist,55%,241,1923,0.125325013,Communication & PR
Digital Marketing Strategist,55%,238,1912,0.1244769874,Data & IT
Email Marketing Specialist,55%,232,1857,0.1249326871,Administrative & Clerical
Marketing Automation Specialist,55%,201,1931,0.1040911445,Leadership & Strategy
Marketing Consultant,55%,200,1637,0.1221747098,Medical & Healthcare
Marketing Operations Manager,55%,165,1338,0.1233183857,Supply Chain & Logistics
Social Media Analyst,55%,247,2115,0.11678487,Law Enforcement
Social Media Consultant,55%,241,2114,0.1140018921,Construction
Social Media Marketing,55%,259,2183,0.1186440678,Sales & Marketing
Vice President Of Marketing,55%,132,976,0.1352459016,Hospitality
Vp Marketing,54%,136,981,0.1386340469,Communication & PR
Business Project Manager,53%,207,1602,0.1292134831,Data & IT
Commercial Project Manager,53%,197,1459,0.135023989,Administrative & Clerical
Implementation Project Manager,53%,206,1608,0.1281094527,Leadership & Strategy
Marketing Project Manager,52%,178,1396,0.1275071633,Medical & Healthcare
Pmo Manager,52%,148,1192,0.1241610738,Supply Chain & Logistics
Product Marketing Manager,51%,173,1350,0.1281481481,Law Enforcement
Project Controller,51%,155,1215,0.1275720165,Construction
Senior Product Manager,50%,161,1257,0.1280827367,Sales & Marketing
Dealer,50%,54,369,0.1463414634,Hospitality
Personal Shopper,50%,71,543,0.1307550645,Communication & PR
Store Shopper,50%,64,529,0.1209829868,Data & IT
Electrical Engineer,50%,130,847,0.1534828808,Administrative & Clerical
Fabrication Manager,50%,114,805,0.1416149068,Leadership & Strategy
Quantity Surveyor,50%,80,636,0.1257861635,Medical & Healthcare
Surveyor,50%,80,680,0.1176470588,Supply Chain & Logistics
Commercial Underwriter,50%,179,1514,0.1182298547,Law Enforcement
Insurance Analyst,50%,186,1529,0.121648136,Construction
Licensed Insurance Agent,50%,104,846,0.1229314421,Sales & Marketing
Property Claims Adjuster,50%,91,766,0.1187989556,Hospitality
Healthcare Consultant,50%,190,1528,0.1243455497,Communication & PR
Medical Administrative Assistant,50%,115,848,0.1356132075,Data & IT
Medical Consultant,50%,100,779,0.1283697047,Administrative & Clerical
Medical Office Specialist,50%,117,887,0.1319052988,Leadership & Strategy
Patient Account Representative,50%,103,813,0.1266912669,Medical & Healthcare
Pharmacy Technician Trainee,50%,48,501,0.09580838323,Supply Chain & Logistics
Eligibility Specialist,50%,154,1110,0.1387387387,Law Enforcement
Eligibility Worker,50%,153,1109,0.137962128,Construction
Mail Carrier,50%,41,390,0.1051282051,Sales & Marketing
Professional Organizer,50%,61,488,0.125,Hospitality
Buyer Planner,50%,183,1289,0.1419705198,Communication & PR
Export Specialist,50%,167,1167,0.1431019709,Data & IT
Gas Controller,50%,122,802,0.1521197007,Administrative & Clerical
Logistics Assistant,50%,139,1138,0.1221441125,Leadership & Strategy
Materials Coordinator,50%,135,974,0.1386036961,Medical & Healthcare
Procurement Specialist,50%,150,1190,0.1260504202,Supply Chain & Logistics
Purchasing Analyst,50%,147,1149,0.1279373368,Law Enforcement
Service Manager,50%,114,911,0.1251372119,Construction
Sourcing Specialist,50%,148,1195,0.1238493724,Sales & Marketing
Assistant Media Planner,50%,206,1797,0.1146355036,Hospitality
Broadcast Producer,50%,179,1516,0.1180738786,Communication & PR
Communications Associate,50%,207,1797,0.1151919866,Data & IT
Digital Media Specialist,50%,286,2430,0.1176954733,Administrative & Clerical
Video Coordinator,50%,206,1660,0.1240963855,Leadership & Strategy
Etl Tester,50%,159,1100,0.1445454545,Medical & Healthcare
Qa Tester,50%,280,2236,0.1252236136,Supply Chain & Logistics
Quality Assurance Tester,50%,280,2236,0.1252236136,Law Enforcement
Software Qa Engineer,50%,277,2231,0.1241595697,Construction
Software Quality Assurance,50%,275,2220,0.1238738739,Sales & Marketing
Software Quality Assurance Engineer,50%,276,2219,0.1243803515,Hospitality
Software Test Engineer,50%,272,2209,0.1231326392,Communication & PR
Software Tester,50%,272,2209,0.1231326392,Data & IT
Test Analyst,50%,252,2050,0.1229268293,Administrative & Clerical
Test Engineer,50%,130,986,0.1318458418,Leadership & Strategy
Tester,50%,134,1008,0.1329365079,Medical & Healthcare
Java Consultant,50%,186,1290,0.1441860465,Supply Chain & Logistics
CPR Instructor,50%,64,489,0.1308793456,Law Enforcement
Community Health Educator,50%,155,1155,0.1341991342,Construction
Curriculum Developer,50%,157,1406,0.1116642959,Sales & Marketing
Day Care Teacher,50%,74,566,0.1307420495,Hospitality
Early Childhood Teacher,50%,73,562,0.1298932384,Communication & PR
Educational Consultant,50%,162,1458,0.1111111111,Data & IT
Flight Instructor,50%,55,399,0.1378446115,Administrative & Clerical
Training Consultant,50%,125,930,0.1344086022,Leadership & Strategy
3D Animator,50%,132,1041,0.1268011527,Medical & Healthcare
3D Artist,50%,156,1190,0.131092437,Supply Chain & Logistics
Architectural Draftsman,50%,137,932,0.1469957082,Law Enforcement
Digital Artist,50%,240,2063,0.1163354338,Construction
Draftsman,50%,149,1375,0.1083636364,Sales & Marketing
Graphic Artist,50%,238,2083,0.1142582813,Hospitality
CNA,50%,31,233,0.1330472103,Communication & PR
Clinical Pharmacist,50%,93,745,0.1248322148,Data & IT
Compounder,50%,59,487,0.1211498973,Administrative & Clerical
Dental Ceramist,50%,49,365,0.1342465753,Leadership & Strategy
Dental Lab Technician,50%,49,347,0.1412103746,Medical & Healthcare
Dental Technician,50%,50,350,0.1428571429,Supply Chain & Logistics
Dialysis Technician,50%,54,491,0.1099796334,Law Enforcement
Hemodialysis Technician,50%,49,397,0.1234256927,Construction
Hospital Cleaner,50%,20,240,0.08333333333,Sales & Marketing
Hospital Pharmacist,50%,86,727,0.1182943604,Hospitality
Medical Assembler,50%,54,493,0.1095334686,Communication & PR
Programmer,50%,218,1891,0.1152829191,Data & IT
Senior Programmer,50%,217,1894,0.1145723337,Administrative & Clerical
Software Programmer,50%,219,1900,0.1152631579,Leadership & Strategy
Web Programmer,50%,148,1080,0.137037037,Medical & Healthcare
Cognos Developer,50%,161,1098,0.1466302368,Supply Chain & Logistics
Pricing Analyst,50%,144,1055,0.136492891,Law Enforcement
Sap Business Analyst,50%,196,1580,0.1240506329,Construction
Business Data Analyst,50%,207,1500,0.138,Sales & Marketing
Senior Design Engineer,50%,163,1621,0.1005552128,Hospitality
Ux Designer,50%,129,993,0.1299093656,Communication & PR
Hris Analyst,50%,175,1363,0.1283932502,Data & IT
Talent Acquisition,50%,126,1096,0.1149635036,Administrative & Clerical
Talent Acquisition Manager,50%,125,1095,0.1141552511,Leadership & Strategy
Talent Acquisition Specialist,50%,126,1096,0.1149635036,Medical & Healthcare
Paralegal,50%,144,982,0.1466395112,Supply Chain & Logistics
Title Examiner,50%,124,938,0.132196162,Law Enforcement
Fundraiser,50%,164,1393,0.1177315147,Construction
Underwriting Assistant,50%,126,957,0.131661442,Sales & Marketing
Analytical Scientist,50%,124,912,0.1359649123,Hospitality
Biochemist,50%,113,828,0.13647343,Communication & PR
Chemical Engineer,50%,116,845,0.1372781065,Data & IT
Chemical Technician,50%,106,795,0.1333333333,Administrative & Clerical
Telemetry Technician,50%,85,689,0.1233671988,Leadership & Strategy
Actuarial Analyst,50%,160,1519,0.1053324556,Medical & Healthcare
Bursar,50%,146,1045,0.1397129187,Supply Chain & Logistics
Cash Manager,50%,169,1250,0.1352,Law Enforcement
Compensation Manager,50%,170,1254,0.1355661882,Construction
Cost Accounting Manager,50%,156,1101,0.1416893733,Sales & Marketing
Cost Estimator,50%,164,1138,0.144112478,Hospitality
Junior Loan Processor,50%,130,954,0.1362683438,Communication & PR
Junior Underwriter,50%,123,932,0.1319742489,Data & IT
Loan Processor,50%,129,962,0.1340956341,Administrative & Clerical
Mortgage Processor,50%,127,960,0.1322916667,Leadership & Strategy
Mortgage Underwriter,50%,125,954,0.1310272537,Medical & Healthcare
Tax Advisor,50%,112,866,0.129330254,Supply Chain & Logistics
Tax Consultant,50%,114,870,0.1310344828,Law Enforcement
Tax Specialist,50%,114,870,0.1310344828,Construction
Trading Analyst,50%,148,1070,0.138317757,Sales & Marketing
Travel Manager,50%,116,931,0.1245972073,Hospitality
Armed Security Officer,50%,75,569,0.1318101933,Communication & PR
Bouncer,50%,25,238,0.1050420168,Data & IT
Clinical Trial Associate,50%,162,1197,0.1353383459,Administrative & Clerical
Fire Safety Director,50%,85,628,0.1353503185,Leadership & Strategy
Fraud Investigator,50%,169,1270,0.1330708661,Medical & Healthcare
Intelligence Specialist,50%,177,1247,0.1419406576,Supply Chain & Logistics
Loss Prevention Officer,50%,70,540,0.1296296296,Law Enforcement
Police Records Clerk,50%,59,623,0.09470304976,Construction
Safety Director,50%,69,540,0.1277777778,Sales & Marketing
Safety Inspector,50%,67,523,0.1281070746,Hospitality
Security Specialist,50%,92,735,0.125170068,Communication & PR
Surveillance Investigator,50%,82,673,0.1218424963,Data & IT
Business Analyst,50%,218,1726,0.1263035921,Administrative & Clerical
Construction Estimator,50%,163,1111,0.1467146715,Leadership & Strategy
Crm Administrator,50%,183,1401,0.130620985,Medical & Healthcare
Etl Informatica Developer,50%,161,1087,0.1481140754,Supply Chain & Logistics
Help Desk Technician,50%,204,1563,0.1305182342,Law Enforcement
It Engineer,50%,188,1290,0.1457364341,Construction
Linux Engineer,50%,189,1387,0.1362653208,Sales & Marketing
Linux System Administrator,50%,189,1387,0.1362653208,Hospitality
Network Administrator,50%,186,1666,0.1116446579,Communication & PR
Network Security Administrator,50%,175,1681,0.1041046996,Data & IT
Sap Basis Administrator,50%,170,1248,0.1362179487,Administrative & Clerical
Security Administrator,50%,160,1233,0.1297648013,Leadership & Strategy
Security Architect,50%,167,1603,0.1041796631,Medical & Healthcare
Solution Architect,50%,205,1543,0.1328580687,Supply Chain & Logistics
System Administrator,50%,182,1261,0.1443298969,Law Enforcement
Systems Programmer,50%,202,1686,0.1198102017,Construction
Technical Support Analyst,50%,220,1796,0.1224944321,Sales & Marketing
Technical Support Specialist,50%,219,1795,0.122005571,Hospitality
Technology Analyst,50%,240,1729,0.1388085599,Communication & PR
Vmware Engineer,50%,139,1048,0.1326335878,Data & IT
Wireless Network Engineer,50%,142,1054,0.1347248577,Administrative & Clerical
